Order_ID,Customer_ID,Age,Gender,Location,Product_Category,Brand,Price,Quantity,Discount_%,Discount_Value,Total_Amount,Payment_Method,Device_Type,Purchase_Date,Customer_Segment
5524,2524,58,Male,Bangalore,Beauty,Samsung,58456.18,2,25,14614.04,87684.28,UPI,Mobile - Android,20-04-2025,High
5525,2525,59,Female,Delhi,Electronics,Adidas,7320.42,5,40,2928.17,21961.25,UPI,Mobile - iOS,11-02-2025,Medium
5526,2526,46,Female,Delhi,Electronics,Boat,19682.49,1,15,2952.37,16730.12,UPI,Laptop - Mac,23-02-2025,Low
5527,2527,33,Female,Pune,Home,Apple,57681.7,4,40,23072.68,138436.08,COD,Laptop - Mac,25-03-2025,High
5528,2528,60,Male,Mumbai,Home,Adidas,73421.41,5,15,11013.21,312041,Card,Mobile - Android,14-12-2025,High
5529,2529,63,Male,Delhi,Home,Boat,20244.55,2,0,0,40489.1,UPI,Tablet - Android,10-04-2025,Medium
5530,2530,22,Male,Mumbai,Home,Samsung,71649.31,2,5,3582.47,136133.68,Card,Tablet - iPad,24-03-2025,High
5531,2531,54,Male,Mumbai,Clothing,Zara,27170.88,5,40,10868.35,81512.65,UPI,Mobile - iOS,19-04-2025,High
5532,2532,57,Female,Chennai,Clothing,Samsung,67930.1,4,30,20379.03,190204.28,Card,Laptop - Mac,29-03-2025,High
5533,2533,57,Male,Delhi,Sports,Boat,41003.3,4,15,6150.5,139411.2,Card,Mobile - Android,20-09-2025,High
5534,2534,59,Male,Mumbai,Beauty,Sony,45895.34,3,20,9179.07,110148.81,COD,Tablet - Android,30-03-2025,High
5535,2535,27,Male,Bangalore,Home,Sony,37547.43,3,20,7509.49,90113.82,Card,Mobile - Android,10-04-2025,High
5536,2536,32,Male,Delhi,Sports,Adidas,60534.4,1,10,6053.44,54480.96,Card,Mobile - Android,09-12-2025,High
5537,2537,38,Female,Delhi,Beauty,Samsung,31211.04,1,20,6242.21,24968.83,COD,Tablet - iPad,03-11-2025,Medium
5538,2538,51,Female,Hyderabad,Home,Adidas,51777.31,5,40,20710.92,155331.95,UPI,Laptop - Mac,09-11-2025,High
5539,2539,39,Female,Delhi,Home,Nike,47979.22,5,15,7196.88,203911.7,Card,Mobile - Android,29-12-2025,High
5540,2540,39,Male,Pune,Clothing,Zara,20124.8,1,10,2012.48,18112.32,COD,Tablet - iPad,30-08-2025,Low
5541,2541,26,Female,Chennai,Electronics,Adidas,62696.09,5,10,6269.61,282132.4,COD,Mobile - Android,29-01-2025,High
5542,2542,43,Female,Pune,Sports,Boat,39103.75,3,40,15641.5,70386.75,Card,Mobile - iOS,24-11-2025,High
5543,2543,30,Female,Mumbai,Sports,Boat,36280.33,3,0,0,108840.99,COD,Tablet - Android,20-08-2025,High
5544,2544,35,Female,Chennai,Electronics,Adidas,46333.88,3,40,18533.55,83400.99,Card,Laptop - Mac,16-01-2025,High
5545,2545,18,Male,Delhi,Clothing,Nike,68813.54,2,30,20644.06,96338.96,COD,Tablet - Android,28-03-2025,High
5546,2546,40,Female,Delhi,Clothing,Boat,23829.65,3,15,3574.45,60765.6,Card,Laptop - Windows,28-11-2025,High
5547,2547,50,Female,Bangalore,Beauty,Adidas,26372.46,4,0,0,105489.84,Card,Mobile - iOS,23-08-2025,High
5548,2548,64,Male,Bangalore,Electronics,Samsung,29860.82,4,5,1493.04,113471.12,COD,Laptop - Mac,29-09-2025,High
5549,2549,48,Female,Delhi,Sports,Nike,15185.24,5,0,0,75926.2,UPI,Laptop - Mac,19-06-2025,High
5550,2550,38,Female,Hyderabad,Home,Apple,62056.91,4,0,0,248227.64,UPI,Mobile - iOS,04-03-2025,High
5551,2551,40,Female,Chennai,Clothing,Sony,37868.66,3,5,1893.43,107925.69,UPI,Tablet - iPad,25-12-2025,High
5552,2552,33,Female,Mumbai,Clothing,Adidas,7759.43,2,5,387.97,14742.92,Card,Laptop - Windows,08-02-2025,Low
5553,2553,44,Male,Chennai,Beauty,Apple,55684.96,2,15,8352.74,94664.44,UPI,Laptop - Mac,25-06-2025,High
5554,2554,54,Male,Pune,Beauty,Sony,10334.93,2,10,1033.49,18602.88,Card,Laptop - Mac,21-11-2025,Low
5555,2555,55,Female,Chennai,Sports,Adidas,54165.51,2,10,5416.55,97497.92,COD,Tablet - iPad,30-08-2025,High
5556,2556,31,Male,Bangalore,Electronics,Samsung,30909.43,4,5,1545.47,117455.84,Card,Tablet - Android,17-06-2025,High
5557,2557,54,Male,Bangalore,Electronics,Sony,49166.87,3,5,2458.34,140125.59,COD,Mobile - iOS,02-09-2025,High
5558,2558,64,Male,Mumbai,Clothing,Sony,18756.45,4,10,1875.65,67523.2,COD,Laptop - Mac,22-06-2025,High
5559,2559,24,Male,Pune,Electronics,Samsung,49335.95,2,30,14800.78,69070.34,UPI,Mobile - Android,30-09-2025,High
5560,2560,29,Female,Mumbai,Clothing,Boat,7551.68,1,25,1887.92,5663.76,UPI,Laptop - Mac,23-03-2025,Low
5561,2561,45,Female,Pune,Clothing,Adidas,77005.95,3,5,3850.3,219466.95,COD,Laptop - Mac,26-09-2025,High
5562,2562,20,Female,Pune,Clothing,Sony,68872.47,4,25,17218.12,206617.4,UPI,Tablet - Android,18-03-2025,High
5563,2563,39,Male,Pune,Beauty,Nike,21187.17,2,20,4237.43,33899.48,COD,Tablet - iPad,19-05-2025,Medium
5564,2564,38,Female,Delhi,Clothing,Zara,23863.57,1,0,0,23863.57,COD,Tablet - Android,13-09-2025,Medium
5565,2565,46,Male,Pune,Beauty,Zara,73982.14,2,20,14796.43,118371.42,COD,Mobile - Android,18-03-2025,High
5566,2566,37,Female,Delhi,Home,Sony,18247.22,5,15,2737.08,77550.7,Card,Mobile - Android,19-08-2025,High
5567,2567,20,Male,Pune,Clothing,Boat,41426.16,2,15,6213.92,70424.48,COD,Tablet - Android,15-03-2025,High
5568,2568,44,Male,Hyderabad,Sports,Samsung,47210.51,5,30,14163.15,165236.8,Card,Laptop - Mac,10-12-2025,High
5569,2569,38,Female,Bangalore,Clothing,Adidas,20276.28,2,15,3041.44,34469.68,UPI,Laptop - Mac,20-10-2025,Medium
5570,2570,58,Male,Hyderabad,Clothing,Adidas,46485.65,5,20,9297.13,185942.6,UPI,Tablet - iPad,19-03-2025,High
5571,2571,50,Female,Chennai,Electronics,Puma,53822.9,1,5,2691.15,51131.75,COD,Tablet - iPad,20-11-2025,High
5572,2572,47,Female,Pune,Clothing,Adidas,69748.88,1,40,27899.55,41849.33,COD,Laptop - Windows,05-03-2025,Medium
5573,2573,56,Female,Delhi,Home,Zara,47571.03,5,25,11892.76,178391.35,Card,Tablet - iPad,05-12-2025,High
5574,2574,58,Male,Mumbai,Beauty,Boat,72044.63,5,0,0,360223.15,Card,Tablet - Android,05-02-2025,High
5575,2575,26,Male,Chennai,Sports,Nike,45098.78,5,5,2254.94,214219.2,COD,Tablet - Android,02-11-2025,High
5576,2576,55,Male,Delhi,Beauty,Apple,51148.95,3,40,20459.58,92068.11,UPI,Laptop - Windows,29-12-2025,High
5577,2577,40,Male,Pune,Electronics,Zara,76651.46,5,20,15330.29,306605.85,Card,Tablet - iPad,07-03-2025,High
5578,2578,40,Female,Hyderabad,Sports,Nike,65461.77,1,5,3273.09,62188.68,COD,Mobile - Android,02-09-2025,High
5579,2579,18,Male,Delhi,Beauty,Adidas,78183.65,1,15,11727.55,66456.1,UPI,Laptop - Mac,10-11-2025,High
5580,2580,38,Male,Hyderabad,Clothing,Apple,44775.81,5,10,4477.58,201491.15,Card,Mobile - Android,08-01-2025,High
5581,2581,49,Male,Delhi,Sports,Nike,19863.52,3,30,5959.06,41713.38,Card,Mobile - Android,29-06-2025,Medium
5582,2582,62,Female,Mumbai,Electronics,Sony,70270.5,4,10,7027.05,252973.8,Card,Tablet - Android,21-12-2025,High
5583,2583,43,Female,Pune,Electronics,Boat,54185.78,5,15,8127.87,230289.55,COD,Mobile - iOS,04-03-2025,High
5584,2584,50,Male,Bangalore,Beauty,Puma,76242.21,5,30,22872.66,266847.75,UPI,Tablet - iPad,23-10-2025,High
5585,2585,26,Male,Bangalore,Home,Apple,26244.74,3,10,2624.47,70860.81,Card,Tablet - Android,09-01-2025,High
5586,2586,34,Male,Chennai,Home,Adidas,59288.77,5,40,23715.51,177866.3,Card,Mobile - Android,30-07-2025,High
5587,2587,23,Female,Pune,Sports,Apple,33841.7,1,20,6768.34,27073.36,COD,Mobile - iOS,01-01-2025,Medium
5588,2588,63,Female,Pune,Electronics,Zara,14322.97,1,20,2864.59,11458.38,Card,Laptop - Windows,16-12-2025,Low
5589,2589,24,Male,Delhi,Electronics,Puma,17018.19,5,40,6807.28,51054.55,UPI,Tablet - iPad,12-11-2025,High
5590,2590,24,Female,Hyderabad,Electronics,Boat,20221.78,1,15,3033.27,17188.51,COD,Laptop - Windows,31-12-2025,Low
5591,2591,54,Female,Pune,Beauty,Samsung,40618.7,3,40,16247.48,73113.66,UPI,Laptop - Mac,21-09-2025,High
5592,2592,22,Female,Hyderabad,Electronics,Puma,61882.15,4,15,9282.32,210399.32,UPI,Mobile - iOS,23-06-2025,High
5593,2593,50,Male,Bangalore,Clothing,Nike,74882.78,5,15,11232.42,318251.8,UPI,Mobile - iOS,15-02-2025,High
5594,2594,27,Male,Chennai,Sports,Adidas,8429.38,5,40,3371.75,25288.15,COD,Mobile - Android,20-08-2025,Medium
5595,2595,34,Female,Chennai,Clothing,Apple,65247.83,4,5,3262.39,247941.76,COD,Mobile - iOS,12-01-2025,High
5596,2596,57,Female,Bangalore,Beauty,Zara,24921.19,5,10,2492.12,112145.35,UPI,Laptop - Mac,13-05-2025,High
5597,2597,45,Male,Pune,Electronics,Apple,31814.03,3,0,0,95442.09,Card,Mobile - iOS,19-06-2025,High
5598,2598,64,Female,Delhi,Clothing,Zara,44694.23,5,15,6704.13,189950.5,COD,Mobile - Android,27-03-2025,High
5599,2599,63,Male,Pune,Electronics,Apple,58808.29,3,30,17642.49,123497.4,UPI,Mobile - iOS,18-08-2025,High
5600,2600,39,Female,Mumbai,Beauty,Nike,14391.34,3,30,4317.4,30221.82,Card,Laptop - Mac,01-10-2025,Medium
5601,2601,38,Male,Hyderabad,Sports,Apple,25921.48,4,5,1296.07,98501.64,UPI,Tablet - iPad,21-03-2025,High
5602,2602,64,Female,Delhi,Electronics,Zara,35719.27,4,40,14287.71,85726.24,COD,Laptop - Windows,19-07-2025,High
5603,2603,49,Male,Chennai,Beauty,Samsung,45608.12,2,25,11402.03,68412.18,COD,Mobile - Android,29-04-2025,High
5604,2604,49,Male,Delhi,Sports,Zara,65821.22,2,0,0,131642.44,UPI,Mobile - Android,15-07-2025,High
5605,2605,53,Female,Delhi,Beauty,Puma,40342.07,3,10,4034.21,108923.58,COD,Mobile - iOS,09-10-2025,High
5606,2606,48,Male,Delhi,Electronics,Puma,16116.66,3,25,4029.16,36262.5,COD,Tablet - iPad,21-08-2025,Medium
5607,2607,23,Female,Delhi,Home,Adidas,24938.39,1,10,2493.84,22444.55,Card,Mobile - Android,27-11-2025,Medium
5608,2608,38,Female,Mumbai,Beauty,Apple,51696.78,3,5,2584.84,147335.82,UPI,Tablet - Android,21-11-2025,High
5609,2609,52,Female,Chennai,Electronics,Zara,21672.59,4,10,2167.26,78021.32,UPI,Tablet - Android,10-06-2025,High
5610,2610,31,Male,Delhi,Beauty,Samsung,17583.93,4,15,2637.59,59785.36,Card,Tablet - iPad,19-12-2025,High
5611,2611,40,Female,Bangalore,Home,Sony,23362.83,2,0,0,46725.66,Card,Laptop - Windows,04-10-2025,Medium
5612,2612,59,Male,Bangalore,Clothing,Sony,34162.86,2,5,1708.14,64909.44,Card,Mobile - Android,01-11-2025,High
5613,2613,41,Male,Hyderabad,Sports,Zara,24420.03,4,25,6105.01,73260.08,COD,Mobile - Android,30-03-2025,High
5614,2614,47,Male,Pune,Sports,Adidas,59091.14,1,5,2954.56,56136.58,COD,Tablet - iPad,04-02-2025,High
5615,2615,27,Male,Hyderabad,Sports,Zara,64531.71,5,30,19359.51,225861,COD,Laptop - Mac,30-01-2025,High
5616,2616,22,Female,Bangalore,Home,Zara,3473.88,3,15,521.08,8858.4,COD,Mobile - iOS,12-04-2025,Low
5617,2617,59,Male,Mumbai,Sports,Boat,36816.36,1,30,11044.91,25771.45,COD,Mobile - iOS,13-06-2025,Medium
5618,2618,47,Male,Chennai,Electronics,Apple,21883.35,1,40,8753.34,13130.01,Card,Mobile - Android,24-07-2025,Low
5619,2619,24,Male,Pune,Electronics,Nike,31277.03,5,40,12510.81,93831.1,COD,Tablet - iPad,09-01-2025,High
5620,2620,23,Female,Mumbai,Home,Nike,15031.35,4,25,3757.84,45094.04,Card,Laptop - Windows,11-03-2025,Medium
5621,2621,25,Male,Mumbai,Clothing,Puma,5453.38,1,10,545.34,4908.04,Card,Laptop - Mac,18-01-2025,Low
5622,2622,43,Female,Pune,Sports,Apple,51082.63,2,25,12770.66,76623.94,Card,Laptop - Mac,03-12-2025,High
5623,2623,35,Female,Bangalore,Home,Nike,76987.19,2,25,19246.8,115480.78,UPI,Mobile - iOS,30-04-2025,High
5624,2624,53,Male,Chennai,Sports,Adidas,58817.98,4,10,5881.8,211744.72,COD,Mobile - Android,13-05-2025,High
5625,2625,43,Male,Chennai,Clothing,Nike,78356.4,3,20,15671.28,188055.36,UPI,Tablet - iPad,26-07-2025,High
5626,2626,53,Male,Delhi,Home,Samsung,77226.71,3,40,30890.68,139008.09,COD,Tablet - Android,30-11-2025,High
5627,2627,58,Male,Chennai,Beauty,Sony,28356.69,3,10,2835.67,76563.06,Card,Mobile - iOS,10-02-2025,High
5628,2628,21,Female,Hyderabad,Electronics,Zara,59088.18,1,15,8863.23,50224.95,Card,Mobile - iOS,11-03-2025,High
5629,2629,30,Male,Bangalore,Electronics,Adidas,65132.78,4,10,6513.28,234478,Card,Tablet - Android,06-07-2025,High
5630,2630,41,Female,Mumbai,Beauty,Apple,37610.32,2,5,1880.52,71459.6,COD,Tablet - Android,23-06-2025,High
5631,2631,48,Female,Bangalore,Electronics,Nike,25788.36,2,25,6447.09,38682.54,UPI,Laptop - Mac,14-04-2025,Medium
5632,2632,39,Female,Bangalore,Home,Sony,74695.49,1,5,3734.77,70960.72,COD,Laptop - Mac,24-05-2025,High
5633,2633,57,Female,Chennai,Home,Apple,3927.15,3,15,589.07,10014.24,Card,Laptop - Windows,26-07-2025,Low
5634,2634,35,Female,Hyderabad,Sports,Boat,31827.21,4,25,7956.8,95481.64,Card,Laptop - Windows,06-08-2025,High
5635,2635,51,Female,Bangalore,Sports,Sony,78186.4,2,5,3909.32,148554.16,Card,Laptop - Windows,05-04-2025,High
5636,2636,40,Male,Mumbai,Electronics,Boat,10643.27,5,30,3192.98,37251.45,COD,Laptop - Windows,22-02-2025,Medium
5637,2637,56,Male,Delhi,Electronics,Apple,3816.29,4,20,763.26,12212.12,Card,Tablet - iPad,09-10-2025,Low
5638,2638,64,Female,Hyderabad,Electronics,Apple,27359.54,4,20,5471.91,87550.52,COD,Tablet - Android,22-08-2025,High
5639,2639,54,Male,Chennai,Home,Boat,6395.28,3,30,1918.58,13430.1,COD,Mobile - Android,09-04-2025,Low
5640,2640,64,Male,Pune,Clothing,Sony,47042.84,4,30,14112.85,131719.96,COD,Mobile - iOS,02-07-2025,High
5641,2641,18,Male,Chennai,Beauty,Adidas,49386.66,2,15,7408,83957.32,COD,Laptop - Windows,25-11-2025,High
5642,2642,59,Male,Pune,Home,Nike,65228.47,1,40,26091.39,39137.08,UPI,Tablet - Android,22-11-2025,Medium
5643,2643,37,Male,Bangalore,Clothing,Nike,79648.23,4,40,31859.29,191155.76,UPI,Mobile - iOS,13-08-2025,High
5644,2644,64,Male,Bangalore,Clothing,Zara,2457.47,4,5,122.87,9338.4,COD,Tablet - Android,18-10-2025,Low
5645,2645,42,Female,Bangalore,Electronics,Apple,47717.26,3,5,2385.86,135994.2,UPI,Tablet - Android,07-05-2025,High
5646,2646,23,Female,Hyderabad,Sports,Samsung,66286.92,2,10,6628.69,119316.46,Card,Mobile - iOS,15-09-2025,High
5647,2647,47,Male,Bangalore,Clothing,Apple,54571.11,5,25,13642.78,204641.65,COD,Laptop - Windows,13-06-2025,High
5648,2648,37,Female,Bangalore,Sports,Sony,12356.97,1,15,1853.55,10503.42,UPI,Mobile - Android,11-10-2025,Low
5649,2649,26,Female,Pune,Electronics,Boat,49235.71,1,10,4923.57,44312.14,Card,Tablet - Android,13-10-2025,Medium
5650,2650,35,Male,Chennai,Electronics,Adidas,14993.96,1,30,4498.19,10495.77,COD,Tablet - iPad,12-07-2025,Low
5651,2651,57,Male,Pune,Home,Adidas,73543.26,4,5,3677.16,279464.4,UPI,Tablet - Android,15-07-2025,High
5652,2652,20,Female,Chennai,Sports,Apple,77722.97,1,40,31089.19,46633.78,Card,Tablet - iPad,15-01-2025,Medium
5653,2653,53,Female,Hyderabad,Sports,Nike,52461.43,5,30,15738.43,183615,COD,Laptop - Mac,28-12-2025,High
5654,2654,23,Male,Hyderabad,Sports,Zara,44074.99,3,25,11018.75,99168.72,COD,Laptop - Mac,15-12-2025,High
5655,2655,61,Female,Delhi,Electronics,Zara,10892.23,1,30,3267.67,7624.56,Card,Tablet - Android,12-07-2025,Low
5656,2656,55,Female,Bangalore,Beauty,Zara,62541.3,1,20,12508.26,50033.04,UPI,Mobile - iOS,18-06-2025,High
5657,2657,18,Female,Delhi,Electronics,Sony,64978.46,2,10,6497.85,116961.22,UPI,Tablet - iPad,25-09-2025,High
5658,2658,36,Female,Chennai,Clothing,Adidas,28517.48,4,25,7129.37,85552.44,UPI,Mobile - Android,18-09-2025,High
5659,2659,55,Female,Pune,Home,Samsung,51566.55,4,15,7734.98,175326.28,Card,Mobile - iOS,12-03-2025,High
5660,2660,45,Male,Delhi,Electronics,Adidas,17650.52,1,20,3530.1,14120.42,Card,Mobile - iOS,11-02-2025,Low
5661,2661,64,Male,Hyderabad,Electronics,Nike,73961.07,5,40,29584.43,221883.2,UPI,Laptop - Mac,06-04-2025,High
5662,2662,26,Female,Pune,Electronics,Nike,7037.13,2,25,1759.28,10555.7,COD,Laptop - Windows,18-04-2025,Low
5663,2663,64,Male,Pune,Clothing,Sony,56727.5,5,15,8509.12,241091.9,Card,Mobile - iOS,15-03-2025,High
5664,2664,27,Male,Mumbai,Home,Sony,59573.45,4,0,0,238293.8,UPI,Mobile - Android,20-04-2025,High
5665,2665,41,Male,Pune,Home,Adidas,56554.95,1,0,0,56554.95,UPI,Laptop - Mac,07-01-2025,High
5666,2666,43,Male,Delhi,Home,Nike,61101.96,1,20,12220.39,48881.57,Card,Mobile - Android,31-10-2025,Medium
5667,2667,25,Male,Mumbai,Beauty,Boat,76848.33,5,40,30739.33,230545,COD,Laptop - Mac,06-08-2025,High
5668,2668,22,Male,Pune,Electronics,Zara,33644.3,2,25,8411.08,50466.44,COD,Tablet - iPad,26-12-2025,High
5669,2669,30,Female,Delhi,Electronics,Sony,16149.76,1,20,3229.95,12919.81,Card,Laptop - Windows,31-08-2025,Low
5670,2670,39,Female,Bangalore,Clothing,Adidas,10464.78,5,5,523.24,49707.7,UPI,Laptop - Mac,16-02-2025,Medium
5671,2671,51,Female,Hyderabad,Home,Boat,6386.36,4,40,2554.54,15327.28,COD,Mobile - Android,19-06-2025,Low
5672,2672,42,Female,Bangalore,Sports,Samsung,36941.27,2,20,7388.25,59106.04,UPI,Tablet - iPad,11-08-2025,High
5673,2673,40,Male,Mumbai,Beauty,Apple,8760.1,1,20,1752.02,7008.08,COD,Tablet - iPad,28-05-2025,Low
5674,2674,58,Female,Chennai,Electronics,Puma,66088.82,2,25,16522.21,99133.22,UPI,Laptop - Windows,12-03-2025,High
5675,2675,38,Male,Delhi,Beauty,Nike,38974.58,1,40,15589.83,23384.75,COD,Laptop - Windows,16-07-2025,Medium
5676,2676,20,Male,Pune,Beauty,Samsung,65818.69,4,40,26327.48,157964.84,UPI,Laptop - Windows,07-12-2025,High
5677,2677,25,Female,Mumbai,Sports,Boat,52141.2,4,30,15642.36,145995.36,UPI,Tablet - iPad,19-11-2025,High
5678,2678,63,Male,Hyderabad,Clothing,Samsung,73685.36,4,40,29474.14,176844.88,UPI,Laptop - Mac,17-02-2025,High
5679,2679,56,Male,Delhi,Home,Puma,67345.65,1,20,13469.13,53876.52,Card,Tablet - Android,28-09-2025,High
5680,2680,56,Female,Delhi,Electronics,Nike,22269.94,3,40,8907.98,40085.88,COD,Tablet - iPad,30-03-2025,Medium
5681,2681,39,Male,Chennai,Beauty,Boat,56221.65,5,15,8433.25,238942,UPI,Mobile - iOS,08-08-2025,High
5682,2682,62,Male,Hyderabad,Sports,Sony,71842.31,1,30,21552.69,50289.62,COD,Tablet - iPad,17-08-2025,High
5683,2683,28,Female,Hyderabad,Electronics,Puma,41767.46,2,10,4176.75,75181.42,COD,Laptop - Windows,07-02-2025,High
5684,2684,40,Male,Chennai,Clothing,Apple,59392.04,1,40,23756.82,35635.22,Card,Mobile - Android,24-07-2025,Medium
5685,2685,33,Female,Bangalore,Home,Sony,3941.89,4,40,1576.76,9460.52,Card,Laptop - Windows,13-11-2025,Low
5686,2686,45,Female,Pune,Electronics,Zara,50254.27,3,5,2512.71,143224.68,Card,Mobile - iOS,16-02-2025,High
5687,2687,52,Male,Pune,Home,Nike,58890.11,4,20,11778.02,188448.36,Card,Mobile - Android,19-08-2025,High
5688,2688,59,Female,Mumbai,Electronics,Adidas,44633.91,3,40,17853.56,80341.05,UPI,Tablet - Android,18-10-2025,High
5689,2689,46,Male,Pune,Home,Boat,22400.75,2,15,3360.11,38081.28,COD,Mobile - iOS,22-11-2025,Medium
5690,2690,55,Male,Chennai,Electronics,Boat,75139.61,1,25,18784.9,56354.71,Card,Mobile - Android,21-06-2025,High
5691,2691,23,Male,Delhi,Sports,Boat,36845.67,1,0,0,36845.67,COD,Laptop - Windows,12-06-2025,Medium
5692,2692,31,Male,Pune,Electronics,Puma,44488.38,4,40,17795.35,106772.12,Card,Mobile - iOS,06-12-2025,High
5693,2693,46,Male,Pune,Sports,Sony,5084.7,3,0,0,15254.1,Card,Mobile - Android,03-05-2025,Low
5694,2694,45,Female,Pune,Clothing,Adidas,65219.76,1,10,6521.98,58697.78,COD,Tablet - Android,13-01-2025,High
5695,2695,27,Male,Mumbai,Electronics,Adidas,33835.3,4,0,0,135341.2,COD,Mobile - Android,23-08-2025,High
5696,2696,63,Female,Delhi,Home,Puma,26653.35,3,30,7996,55972.05,COD,Mobile - Android,23-07-2025,High
5697,2697,64,Male,Hyderabad,Beauty,Sony,73227.96,5,10,7322.8,329525.8,Card,Laptop - Mac,09-11-2025,High
5698,2698,21,Male,Hyderabad,Clothing,Adidas,20518.11,4,30,6155.43,57450.72,UPI,Laptop - Windows,09-07-2025,High
5699,2699,41,Female,Delhi,Beauty,Adidas,11401.91,1,20,2280.38,9121.53,COD,Tablet - iPad,16-07-2025,Low
5700,2700,19,Male,Bangalore,Beauty,Apple,37774.33,5,40,15109.73,113323,COD,Tablet - iPad,10-03-2025,High
5701,2701,63,Female,Pune,Clothing,Boat,59500.27,3,0,0,178500.81,UPI,Laptop - Windows,12-08-2025,High
5702,2702,46,Male,Bangalore,Sports,Nike,3440.83,2,25,860.21,5161.24,UPI,Laptop - Mac,04-05-2025,Low
5703,2703,42,Female,Pune,Electronics,Boat,57614.68,2,25,14403.67,86422.02,UPI,Laptop - Windows,30-07-2025,High
5704,2704,48,Male,Bangalore,Beauty,Puma,41314.87,5,5,2065.74,196245.65,COD,Mobile - Android,13-04-2025,High
5705,2705,64,Female,Delhi,Clothing,Adidas,54182.21,3,20,10836.44,130037.31,UPI,Laptop - Windows,12-09-2025,High
5706,2706,63,Male,Mumbai,Electronics,Samsung,54633.65,4,30,16390.1,152974.2,UPI,Laptop - Windows,25-05-2025,High
5707,2707,32,Male,Mumbai,Home,Zara,25192.55,5,20,5038.51,100770.2,COD,Mobile - iOS,04-07-2025,High
5708,2708,55,Male,Hyderabad,Sports,Sony,14200.5,1,0,0,14200.5,COD,Mobile - Android,15-08-2025,Low
5709,2709,50,Male,Bangalore,Clothing,Zara,1743.41,2,25,435.85,2615.12,Card,Mobile - Android,26-01-2025,Low
5710,2710,25,Female,Hyderabad,Beauty,Apple,1911.25,1,5,95.56,1815.69,UPI,Mobile - Android,20-06-2025,Low
5711,2711,57,Male,Pune,Electronics,Nike,69647.09,2,5,3482.35,132329.48,Card,Tablet - iPad,10-02-2025,High
5712,2712,33,Female,Hyderabad,Home,Apple,40761.96,2,20,8152.39,65219.14,COD,Mobile - iOS,25-08-2025,High
5713,2713,55,Female,Bangalore,Clothing,Boat,26160.55,2,0,0,52321.1,UPI,Laptop - Windows,03-03-2025,High
5714,2714,61,Male,Bangalore,Sports,Puma,72982.92,2,10,7298.29,131369.26,UPI,Tablet - Android,11-01-2025,High
5715,2715,58,Female,Bangalore,Clothing,Samsung,74164.51,4,20,14832.9,237326.44,UPI,Laptop - Mac,03-10-2025,High
5716,2716,51,Male,Pune,Sports,Samsung,42994.57,1,0,0,42994.57,UPI,Mobile - iOS,24-07-2025,Medium
5717,2717,23,Male,Hyderabad,Electronics,Adidas,44118.56,5,40,17647.42,132355.7,UPI,Mobile - iOS,05-06-2025,High
5718,2718,56,Female,Hyderabad,Home,Boat,50709.48,5,0,0,253547.4,UPI,Mobile - iOS,07-04-2025,High
5719,2719,57,Female,Chennai,Sports,Boat,55872.13,3,15,8380.82,142473.93,UPI,Mobile - iOS,17-08-2025,High
5720,2720,40,Female,Hyderabad,Beauty,Nike,26828.86,3,10,2682.89,72437.91,UPI,Tablet - iPad,28-09-2025,High
5721,2721,38,Male,Hyderabad,Clothing,Zara,59294.46,4,40,23717.78,142306.72,UPI,Tablet - iPad,02-08-2025,High
5722,2722,52,Female,Chennai,Electronics,Sony,1665.65,4,15,249.85,5663.2,COD,Laptop - Windows,01-07-2025,Low
5723,2723,64,Female,Hyderabad,Electronics,Puma,64742.38,1,5,3237.12,61505.26,UPI,Mobile - Android,27-10-2025,High
5724,2724,46,Male,Delhi,Sports,Nike,54101.82,4,10,5410.18,194766.56,UPI,Mobile - Android,23-01-2025,High
5725,2725,52,Male,Delhi,Beauty,Boat,69619.77,2,15,10442.97,118353.6,UPI,Laptop - Windows,07-03-2025,High
5726,2726,19,Female,Hyderabad,Electronics,Boat,49696.81,1,10,4969.68,44727.13,COD,Laptop - Windows,29-10-2025,Medium
5727,2727,50,Male,Bangalore,Electronics,Puma,47998.54,1,5,2399.93,45598.61,Card,Laptop - Mac,01-03-2025,Medium
5728,2728,43,Female,Mumbai,Sports,Adidas,18613.13,5,10,1861.31,83759.1,COD,Tablet - iPad,12-11-2025,High
5729,2729,61,Female,Mumbai,Sports,Nike,33381.15,2,40,13352.46,40057.38,Card,Laptop - Windows,15-03-2025,Medium
5730,2730,49,Female,Delhi,Sports,Puma,62669.94,5,40,25067.98,188009.8,Card,Mobile - Android,23-07-2025,High
5731,2731,35,Male,Pune,Clothing,Nike,40705.88,5,40,16282.35,122117.65,UPI,Laptop - Mac,21-10-2025,High
5732,2732,51,Male,Pune,Home,Adidas,59400.23,2,0,0,118800.46,COD,Mobile - Android,15-09-2025,High
5733,2733,47,Male,Chennai,Sports,Apple,78443.25,3,15,11766.49,200030.28,Card,Tablet - iPad,08-02-2025,High
5734,2734,61,Female,Delhi,Sports,Puma,36414.24,5,15,5462.14,154760.5,UPI,Mobile - iOS,20-11-2025,High
5735,2735,40,Female,Bangalore,Sports,Boat,16654.77,2,25,4163.69,24982.16,UPI,Laptop - Mac,04-02-2025,Medium
5736,2736,37,Female,Pune,Clothing,Nike,35597.09,3,10,3559.71,96112.14,Card,Mobile - iOS,03-08-2025,High
